Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Kneeling Cable Row",4,50.0,16,0,0,,,9.5
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Hammer Curl (Cable)",1,45.0,12,0,0,"",,8.5
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Hammer Curl (Cable)",2,45.0,12,0,0,,,10
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Hammer Curl (Cable)",3,45.0,11,0,0,,,10
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Hammer Curl (Cable)",4,45.0,11,0,0,,,10
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Chin Up",1,0,8,0,0,"",,
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Chin Up",2,0,7,0,0,,,
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Chin Up",3,0,6,0,0,,,
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Chin Up",4,0,6,0,0,,,
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Preacher Curl (Dumbbell)",1,20.0,10,0,0,"",,8
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Preacher Curl (Dumbbell)",2,20.0,10,0,0,,,9
2024-08-07 09:47:12,"Back / Bis (V1)",1h 21m,"Preacher Curl (Dumbbell)",3,20.0,10,0,0,,,9
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Strict Military Press (Barbell)",1,85.0,13,0,0,"","",8.5
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Strict Military Press (Barbell)",2,85.0,13,0,0,,,9.5
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Strict Military Press (Barbell)",3,85.0,13,0,0,,,9
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Strict Military Press (Barbell)",4,85.0,12,0,0,,,9.5
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Lateral Raise (Cable)",1,10.0,10,0,0,"",,8
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Lateral Raise (Cable)",2,10.0,11,0,0,,,9
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Lateral Raise (Cable)",3,10.0,12,0,0,,,9
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Lateral Raise (Cable)",4,10.0,12,0,0,,,9.5
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Seated Palms Up Wrist Curl (Dumbbell)",1,70.0,16,0,0,"",,9
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Seated Palms Up Wrist Curl (Dumbbell)",2,70.0,15,0,0,,,9
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Seated Palms Up Wrist Curl (Dumbbell)",3,70.0,14,0,0,,,9
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Seated Palms Up Wrist Curl (Dumbbell)",4,70.0,13,0,0,,,10
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Front Raise (Cable)",1,10.0,12,0,0,"",,9
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Front Raise (Cable)",2,10.0,12,0,0,,,8.5
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Front Raise (Cable)",3,10.0,12,0,0,,,9
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Front Raise (Cable)",4,10.0,14,0,0,,,10
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Reverse Fly (Cable)",1,10.0,10,0,0,"",,9.5
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Reverse Fly (Cable)",2,10.0,10,0,0,,,9.5
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Reverse Fly (Cable)",3,10.0,10,0,0,,,10
2024-08-08 09:35:53,"Shoulders (V1)",1h 9m,"Reverse Fly (Cable)",4,10.0,9,0,0,,,10
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Bicep Curl (Cable)",1,5.0,22,0,0,"","",
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Bicep Curl (Cable)",2,10.0,18,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Bicep Curl (Cable)",3,10.0,14,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Bicep Curl (Cable)",4,5.0,22,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Bicep Curl (Cable)",5,5.0,22,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Lat Pulldown (Cable)",1,40.0,20,0,0,"",,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Lat Pulldown (Cable)",2,50.00000000000001,22,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Lat Pulldown (Cable)",3,60.0,20,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Lat Pulldown (Cable)",4,60.0,19,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Lat Pulldown (Cable)",5,60.0,17,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Hammer Curl (Cable)",1,15.0,22,0,0,"",,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Hammer Curl (Cable)",2,15.0,22,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Hammer Curl (Cable)",3,15.0,22,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Hammer Curl (Cable)",4,15.0,22,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Back Extension",1,0,14,0,0,"",,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Back Extension",2,0,15,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Back Extension",3,0,16,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Back Extension",4,0,17,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Lat Pulldown - Underhand (Band)",1,50.0,20,0,0,"",,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Lat Pulldown - Underhand (Band)",2,60.0,20,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Lat Pulldown - Underhand (Band)",3,60.0,20,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Lat Pulldown - Underhand (Band)",4,60.0,20,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Preacher Curl W Ez Cable",1,10.0,10,0,0,"",,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Preacher Curl W Ez Cable",2,10.0,12,0,0,,,
2024-09-13 15:51:08,"RTF1 - Back And Bis",1h 22m,"Preacher Curl W Ez Cable",3,10.0,12,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Bench Press (Cable)",1,80.0,14,0,0,"","",
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Bench Press (Cable)",2,80.0,14,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Bench Press (Cable)",3,80.0,14,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Bench Press (Cable)",4,80.0,14,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Bench Press (Cable)",5,80.0,14,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Triceps Rope Pushdown",1,20.0,12,0,0,"",,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Triceps Rope Pushdown",2,20.0,12,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Triceps Rope Pushdown",3,20.0,12,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Triceps Rope Pushdown",4,20.0,14,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Cable Fly",1,20.0,18,0,0,"",,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Cable Fly",2,30.0,15,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Cable Fly",3,30.0,15,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Cable Fly",4,30.0,15,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Triceps Pushdown (Cable - Straight Bar)",1,20.0,12,0,0,"",,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Triceps Pushdown (Cable - Straight Bar)",2,20.0,12,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Triceps Pushdown (Cable - Straight Bar)",3,20.0,15,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Incline Cable Fly",1,10.0,18,0,0,"",,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Incline Cable Fly",2,10.0,18,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Incline Cable Fly",3,10.0,18,0,0,,,
2024-09-16 18:30:58,"RTF2 - Chest/Tris",49m,"Incline Cable Fly",4,10.0,18,0,0,,,
2024-09-19 15:55:59,"RTF3",45m,"Strict Military Press (Barbell)",1,45.0,20,0,0,"","",
2024-09-19 15:55:59,"RTF3",45m,"Strict Military Press (Barbell)",2,45.0,23,0,0,,,
2024-09-19 15:55:59,"RTF3",45m,"Strict Military Press (Barbell)",3,45.0,24,0,0,,,
2024-09-19 15:55:59,"RTF3",45m,"Strict Military Press (Barbell)",4,45.0,25,0,0,,,
2024-09-19 15:55:59,"RTF3",45m,"Lateral Raise (Cable)",1,2.5,15,0,0,"",,
2024-09-19 15:55:59,"RTF3",45m,"Lateral Raise (Cable)",2,5.0,12,0,0,,,
2024-09-19 15:55:59,"RTF3",45m,"Lateral Raise (Cable)",3,5.0,12,0,0,,,
2024-09-19 15:55:59,"RTF3",45m,"Lateral Raise (Cable)",4,5.0,10,0,0,,,
2024-09-19 15:55:59,"RTF3",45m,"Front Raise (Cable)",1,2.5,20,0,0,"",,
2024-09-19 15:55:59,"RTF3",45m,"Front Raise (Cable)",2,2.5,20,0,0,,,
2024-09-19 15:55:59,"RTF3",45m,"Front Raise (Cable)",3,5.0,14,0,0,,,
2024-09-19 15:55:59,"RTF3",45m,"Front Raise (Cable)",4,5.0,9,0,0,,,
2024-09-19 15:55:59,"RTF3",45m,"Front Raise (Cable)",5,2.5,22,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Bicep Curl (Cable)",1,5.0,24,0,0,"","",
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Bicep Curl (Cable)",2,10.0,20,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Bicep Curl (Cable)",3,10.0,16,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Bicep Curl (Cable)",4,10.0,16,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Bicep Curl (Cable)",5,10.0,15,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Lat Pulldown (Cable)",1,50.00000000000001,22,0,0,"",,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Lat Pulldown (Cable)",2,60.0,18,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Lat Pulldown (Cable)",3,60.0,18,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Lat Pulldown (Cable)",4,60.0,18,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Lat Pulldown (Cable)",5,50.00000000000001,20,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Hammer Curl (Cable)",1,15.0,22,0,0,"",,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Hammer Curl (Cable)",2,15.0,24,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Hammer Curl (Cable)",3,15.0,25,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Hammer Curl (Cable)",4,15.0,25,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Back Extension",1,0,17,0,0,"",,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Back Extension",2,0,17,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Back Extension",3,0,17,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Back Extension",4,0,17,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Lat Pulldown - Underhand (Band)",1,60.0,16,0,0,"",,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Lat Pulldown - Underhand (Band)",2,60.0,20,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Lat Pulldown - Underhand (Band)",3,60.0,20,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Lat Pulldown - Underhand (Band)",4,60.0,20,0,0,,,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Preacher Curl W Ez Cable",1,10.0,12,0,0,"",,
2024-09-24 21:11:17,"RTF Back Bis",2h 25m,"Preacher Curl W Ez Cable",2,10.0,12,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Bench Press (Cable)",1,40.0,16,0,0,"","",
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Bench Press (Cable)",2,40.0,16,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Bench Press (Cable)",3,50.0,12,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Bench Press (Cable)",4,40.0,16,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Bench Press (Cable)",5,40.0,16,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Triceps Rope Pushdown",1,20.0,14,0,0,"",,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Triceps Rope Pushdown",2,20.0,14,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Triceps Rope Pushdown",3,20.0,14,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Triceps Rope Pushdown",4,20.0,14,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Cable Fly",1,20.0,20,0,0,"",,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Cable Fly",2,30.0,16,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Cable Fly",3,30.0,16,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Cable Fly",4,30.0,16,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Triceps Pushdown (Cable - Straight Bar)",1,20.0,14,0,0,"",,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Triceps Pushdown (Cable - Straight Bar)",2,20.0,14,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Triceps Pushdown (Cable - Straight Bar)",3,20.0,16,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Triceps Pushdown (Cable - Straight Bar)",4,30.0,11,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Incline Cable Fly",1,10.0,20,0,0,"",,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Incline Cable Fly",2,10.0,20,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Incline Cable Fly",3,10.0,20,0,0,,,
2024-09-26 20:13:58,"RTF - Chest / Tris",1h 59m,"Incline Cable Fly",4,10.0,20,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Strict Military Press (Barbell)",1,45.0,24,0,0,"","",
2024-09-30 20:59:04,"RTF Shoulders",59m,"Strict Military Press (Barbell)",2,45.0,24,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Strict Military Press (Barbell)",3,45.0,24,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Strict Military Press (Barbell)",4,45.0,25,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Strict Military Press (Barbell)",5,45.0,25,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Lateral Raise (Cable)",1,5.0,12,0,0,"",,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Lateral Raise (Cable)",2,5.0,13,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Lateral Raise (Cable)",3,5.0,14,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Lateral Raise (Cable)",4,5.0,15,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Front Raise (Cable)",1,2.5,24,0,0,"Used the handles. Not the EZ bar on 9/30. ",,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Front Raise (Cable)",2,2.5,24,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Front Raise (Cable)",3,5.0,15,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Front Raise (Cable)",4,5.0,15,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Front Raise (Cable)",5,2.5,26,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Arnold Press (Dumbbell)",1,15.0,12,0,0,"",,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Arnold Press (Dumbbell)",2,15.0,14,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Arnold Press (Dumbbell)",3,15.0,14,0,0,,,
2024-09-30 20:59:04,"RTF Shoulders",59m,"Arnold Press (Dumbbell)",4,15.0,15,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Bicep Curl (Cable)",1,10.0,18,0,0,"","",
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Bicep Curl (Cable)",2,10.0,20,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Bicep Curl (Cable)",3,10.0,18,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Bicep Curl (Cable)",4,10.0,19,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Bicep Curl (Cable)",5,10.0,16,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Lat Pulldown (Cable)",1,60.0,18,0,0,"",,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Lat Pulldown (Cable)",2,60.0,18,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Lat Pulldown (Cable)",3,60.0,18,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Lat Pulldown (Cable)",4,60.0,18,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Lat Pulldown (Cable)",5,60.0,20,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Hammer Curl (Cable)",1,30.0,14,0,0,"",,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Hammer Curl (Cable)",2,25.0,18,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Hammer Curl (Cable)",3,25.000000000000004,16,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Hammer Curl (Cable)",4,25.0,16,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Back Extension",1,0,18,0,0,"",,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Back Extension",2,25.0,14,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Back Extension",3,25.0,14,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Back Extension",4,25.0,14,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Lat Pulldown - Underhand (Band)",1,70.0,14,0,0,"",,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Lat Pulldown - Underhand (Band)",2,70.0,14,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Lat Pulldown - Underhand (Band)",3,70.0,16,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Lat Pulldown - Underhand (Band)",4,70.0,16,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Preacher Curl W Ez Cable",1,10.0,12,0,0,"",,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Preacher Curl W Ez Cable",2,10.0,12,0,0,,,
2024-10-03 20:14:51,"RTF Back His",1h 20m,"Preacher Curl W Ez Cable",3,10.0,12,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Bench Press (Cable)",1,50.0,14,0,0,"","",
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Bench Press (Cable)",2,50.0,14,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Bench Press (Cable)",3,50.0,13,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Bench Press (Cable)",4,50.0,13,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Bench Press (Cable)",5,50.0,13,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Triceps Rope Pushdown",1,20.0,16,0,0,"",,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Triceps Rope Pushdown",2,20.0,16,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Triceps Rope Pushdown",3,25.0,13,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Triceps Rope Pushdown",4,25.0,14,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Cable Fly",1,30.0,18,0,0,"",,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Cable Fly",2,30.0,18,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Cable Fly",3,40.0,14,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Cable Fly",4,40.0,13,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Triceps Pushdown (Cable - Straight Bar)",1,20.0,18,0,0,"",,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Triceps Pushdown (Cable - Straight Bar)",2,30.0,14,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Triceps Pushdown (Cable - Straight Bar)",3,30.0,15,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"Triceps Pushdown (Cable - Straight Bar)",4,30.0,14,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"High To Low Chest Cable Fly ",1,15.0,18,0,0,"",,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"High To Low Chest Cable Fly ",2,15.0,18,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"High To Low Chest Cable Fly ",3,20.0,14,0,0,,,
2024-10-05 13:33:03,"RTF Chest / Tris",1h 4m,"High To Low Chest Cable Fly ",4,20.0,14,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Strict Military Press (Barbell)",1,55.0,18,0,0,"","",
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Strict Military Press (Barbell)",2,55.0,20,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Strict Military Press (Barbell)",3,55.0,21,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Strict Military Press (Barbell)",4,55.0,20,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Strict Military Press (Barbell)",5,55.0,18,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Lateral Raise (Cable)",1,5.0,12,0,0,"",,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Lateral Raise (Cable)",2,5.0,14,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Lateral Raise (Cable)",3,5.0,16,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Lateral Raise (Cable)",4,5.0,18,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Front Raise (Cable)",1,2.5,25,0,0,"",,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Front Raise (Cable)",2,5.0,20,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Front Raise (Cable)",3,5.0,17,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Front Raise (Cable)",4,5.0,17,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Front Raise (Cable)",5,5.0,17,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Arnold Press (Dumbbell)",1,15.0,15,0,0,"",,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Arnold Press (Dumbbell)",2,15.0,15,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Arnold Press (Dumbbell)",3,15.0,15,0,0,,,
2024-10-07 20:53:27,"RTF Shoulders",1h 15m,"Arnold Press (Dumbbell)",4,15.0,15,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Squat (Band)",1,40.0,16,0,0,"","",
2024-10-08 18:24:36,"RTF Legs",23m,"Squat (Band)",2,40.0,16,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Squat (Band)",3,40.0,16,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Squat (Band)",4,40.0,16,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Lunge (Barbell)",1,40.0,9,0,0,"",,
2024-10-08 18:24:36,"RTF Legs",23m,"Lunge (Barbell)",2,40.0,10,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Lunge (Barbell)",3,40.0,10,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Lunge (Barbell)",4,40.0,11,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Romanian Deadlift (Dumbbell)",1,50.0,16,0,0,"",,
2024-10-08 18:24:36,"RTF Legs",23m,"Romanian Deadlift (Dumbbell)",2,50.0,16,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Romanian Deadlift (Dumbbell)",3,50.0,16,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Romanian Deadlift (Dumbbell)",4,50.0,17,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Glute Bridge Bodyweight",1,0,20,0,0,"",,
2024-10-08 18:24:36,"RTF Legs",23m,"Glute Bridge Bodyweight",2,0,20,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Glute Bridge Bodyweight",3,0,20,0,0,,,
2024-10-08 18:24:36,"RTF Legs",23m,"Glute Bridge Bodyweight",4,0,30,0,0,,,
2024-10-10 17:39:21,"RTF Back/Bis",59m,"Bicep Curl (Cable)",1,10.0,20,0,0,"","",
2024-10-10 17:39:21,"RTF Back/Bis",59m,"Bicep Curl (Cable)",2,15.0,13,0,0,,,
2024-10-10 17:39:21,"RTF Back/Bis",59m,"Bicep Curl (Cable)",3,15.0,13,0,0,,,
2024-10-10 17:39:21,"RTF Back/Bis",59m,"Bicep Curl (Cable)",4,15.0,11,0,0,,,
2024-10-10 17:39:21,"RTF Back/Bis",59m,"Bicep Curl (Cable)",5,15.0,10,0,0,,,
